"Year ","Crop ","Month ","City","State","Price"
"2022","Wheat","October","Delhi","Delhi","2269"
"2022","Wheat","November","Delhi","Delhi","2278"
"2022","Wheat","December","Delhi","Delhi","2280"
"2022","Wheat","January","Bhubaneswar ","Odisha ","2600"
"2022","Wheat","February","Bhubaneswar ","Odisha ","2600"
"2022","Wheat","March","Bhubaneswar ","Odisha ","2600"
"2022","Wheat","April","Bhubaneswar ","Odisha ","2600"
"2022","Wheat","May","Bhubaneswar ","Odisha ","2600"
"2022","Wheat","June","Bhubaneswar ","Odisha ","2600"
"2022","Wheat","July","Bhubaneswar ","Odisha ","2600"
"2022","Wheat","August","Bhubaneswar ","Odisha ","2600"
"2022","Wheat","September","Bhubaneswar ","Odisha ","2600"
"2022","Wheat","October","Bhubaneswar ","Odisha ","2600"
"2022","Wheat","November","Bhubaneswar ","Odisha ","2625"
"2022","Wheat","December","Bhubaneswar ","Odisha ","2700"
"2022","Wheat","January","Amritsar ","Punjab","2098"
"2022","Wheat","February","Amritsar ","Punjab","2241"
"2022","Wheat","March","Amritsar ","Punjab","2353"
"2022","Wheat","April","Amritsar ","Punjab","2090"
"2022","Wheat","May","Amritsar ","Punjab","2020"
"2022","Wheat","June","Amritsar ","Punjab","2020"
"2022","Wheat","July","Amritsar ","Punjab","2020"
"2022","Wheat","August","Amritsar ","Punjab","2220"
"2022","Wheat","September","Amritsar ","Punjab","2275"
"2022","Wheat","October","Amritsar ","Punjab","2275"
"2022","Wheat","November","Amritsar ","Punjab","2275"
"2022","Wheat","December","Amritsar ","Punjab","2275"
"2022","Wheat","January","Jaipur","Rajasthan ","2204"
"2022","Wheat","February","Jaipur","Rajasthan ","2204"
"2022","Wheat","March","Jaipur","Rajasthan ","2308"
"2022","Wheat","April","Jaipur","Rajasthan ","2355"
"2022","Wheat","May","Jaipur","Rajasthan ","2613"
"2022","Wheat","June","Jaipur","Rajasthan ","2556"
"2022","Wheat","July","Jaipur","Rajasthan ","2482"
"2022","Wheat","August","Jaipur","Rajasthan ","2456"
"2022","Wheat","September","Jaipur","Rajasthan ","2491"
"2022","Wheat","October","Jaipur","Rajasthan ","2463"
"2022","Wheat","November","Jaipur","Rajasthan ","2519"
"2022","Wheat","December","Jaipur","Rajasthan ","2598"
"2022","Wheat","January","Udaipur ","Rajasthan ","1953"
"2022","Wheat","February","Udaipur ","Rajasthan ","1988"
"2022","Wheat","March","Udaipur ","Rajasthan ","2025"
"2022","Wheat","April","Udaipur ","Rajasthan ","2097"
"2022","Wheat","May","Udaipur ","Rajasthan ","2143"
"2022","Wheat","June","Udaipur ","Rajasthan ","2148"
"2022","Wheat","July","Udaipur ","Rajasthan ","2164"
"2022","Wheat","August","Udaipur ","Rajasthan ","2190"
"2022","Wheat","September","Udaipur ","Rajasthan ","2202"
"2022","Wheat","October","Udaipur ","Rajasthan ","2155"
"2022","Wheat","November","Udaipur ","Rajasthan ","2409"
"2022","Wheat","December","Udaipur ","Rajasthan ","2472"
"2022","Wheat","January","Chennai ","Tamilnadu ","3488"
"2022","Wheat","February","Chennai ","Tamilnadu ","3475"
"2022","Wheat","March","Chennai ","Tamilnadu ","3475"
"2022","Wheat","April","Chennai ","Tamilnadu ","3530"
"2022","Wheat","May","Chennai ","Tamilnadu ","3638"
"2022","Wheat","June","Chennai ","Tamilnadu ","3525"
"2022","Wheat","July","Chennai ","Tamilnadu ","3620"
"2022","Wheat","August","Chennai ","Tamilnadu ","3375"
"2022","Wheat","September","Chennai ","Tamilnadu ","3500"
"2022","Wheat","October","Chennai ","Tamilnadu ","3450"
"2022","Wheat","November","Chennai ","Tamilnadu ","3575"
"2022","Wheat","December","Chennai ","Tamilnadu ","3860"
"2023","Wheat","January","Delhi","Delhi","2300"
"2023","Wheat","February","Delhi","Delhi","2365"
"2023","Wheat","March","Delhi","Delhi","2360"
"2023","Wheat","April","Delhi","Delhi","2390"
"2023","Wheat","May","Delhi","Delhi","2373"
"2023","Wheat","June","Delhi","Delhi","2360"
"2023","Wheat","July","Delhi","Delhi","2403"
"2023","Wheat","August","Delhi","Delhi","2488"
"2023","Wheat","September","Delhi","Delhi","2382"
"2023","Wheat","October","Delhi","Delhi","2375"
"2023","Wheat","November","Delhi","Delhi","2495"
"2023","Wheat","December","Delhi","Delhi","2512"
"2023","Wheat","January","Bhubaneswar ","Odisha ","2800"
"2023","Wheat","February","Bhubaneswar ","Odisha ","3000"
"2023","Wheat","March","Bhubaneswar ","Odisha ","3000"
"2023","Wheat","April","Bhubaneswar ","Odisha ","295"
"2023","Wheat","May","Bhubaneswar ","Odisha ","2925"
"2023","Wheat","June","Bhubaneswar ","Odisha ","3000"
"2023","Wheat","July","Bhubaneswar ","Odisha ","3000"
"2023","Wheat","August","Bhubaneswar ","Odisha ","3000"
"2023","Wheat","September","Bhubaneswar ","Odisha ","3000"
"2023","Wheat","October","Bhubaneswar ","Odisha ","3000"
"2023","Wheat","November","Bhubaneswar ","Odisha ","3000"
"2023","Wheat","December","Bhubaneswar ","Odisha ","3000"
"2023","Wheat","January","Amritsar ","Punjab","2125"
"2023","Wheat","February","Amritsar ","Punjab","2125"
"2023","Wheat","March","Amritsar ","Punjab","2125"
"2023","Wheat","April","Amritsar ","Punjab","2125"
"2023","Wheat","May","Amritsar ","Punjab","2119"
"2023","Wheat","June","Amritsar ","Punjab","2080"
"2023","Wheat","July","Amritsar ","Punjab","2025"
"2023","Wheat","August","Amritsar ","Punjab","2025"
"2023","Wheat","September","Amritsar ","Punjab","2025"
"2023","Wheat","October","Amritsar ","Punjab","2025"
"2023","Wheat","November","Amritsar ","Punjab","2025"
"2023","Wheat","December","Amritsar ","Punjab","2025"
"2023","Wheat","January","Jaipur","Rajasthan ","2728"
"2023","Wheat","February","Jaipur","Rajasthan ","2700"
"2023","Wheat","March","Jaipur","Rajasthan ","2573"
"2023","Wheat","April","Jaipur","Rajasthan ","2456"
"2023","Wheat","May","Jaipur","Rajasthan ","2425"
"2023","Wheat","June","Jaipur","Rajasthan ","2469"
"2023","Wheat","July","Jaipur","Rajasthan ","2438"
"2023","Wheat","August","Jaipur","Rajasthan ","2583"
"2023","Wheat","September","Jaipur","Rajasthan ","2530"
"2023","Wheat","October","Jaipur","Rajasthan ","2576"
"2023","Wheat","November","Jaipur","Rajasthan ","2561"
"2023","Wheat","December","Jaipur","Rajasthan ","2525"
"2023","Wheat","January","Udaipur ","Rajasthan ","2588"
"2023","Wheat","February","Udaipur ","Rajasthan ","2450"
"2023","Wheat","March","Udaipur ","Rajasthan ","2303"
"2023","Wheat","April","Udaipur ","Rajasthan ","2240"
"2023","Wheat","May","Udaipur ","Rajasthan ","2140"
"2023","Wheat","June","Udaipur ","Rajasthan ","2071"
"2023","Wheat","July","Udaipur ","Rajasthan ","2150"
"2023","Wheat","August","Udaipur ","Rajasthan ","2189"
"2023","Wheat","September","Udaipur ","Rajasthan ","2096"
"2023","Wheat","October","Udaipur ","Rajasthan ","2079"
"2023","Wheat","November","Udaipur ","Rajasthan ","2091"
"2023","Wheat","December","Udaipur ","Rajasthan ","2310"
"2023","Wheat","January","Chennai ","Tamilnadu ","4150"
"2023","Wheat","February","Chennai ","Tamilnadu ","4000"
"2023","Wheat","March","Chennai ","Tamilnadu ","3720"
"2023","Wheat","April","Chennai ","Tamilnadu ","3675"
"2023","Wheat","May","Chennai ","Tamilnadu ","3113"
"2023","Wheat","June","Chennai ","Tamilnadu ","3580"
"2023","Wheat","July","Chennai ","Tamilnadu ","3675"
"2023","Wheat","August","Chennai ","Tamilnadu ","4050"
"2023","Wheat","September","Chennai ","Tamilnadu ","4120"
"2023","Wheat","October","Chennai ","Tamilnadu ","4075"
"2023","Wheat","November","Chennai ","Tamilnadu ","4275"
"2023","Wheat","December","Chennai ","Tamilnadu ","4280"
"2022","Wheat","January","Agra","Uttarpradesh ","1980"
"2022","Wheat","February","Agra","Uttarpradesh ","2021"
"2022","Wheat","March","Agra","Uttarpradesh ","2100"
"2022","Wheat","April","Agra","Uttarpradesh ","2063"
"2022","Wheat","May","Agra","Uttarpradesh ","2148"
"2022","Wheat","June","Agra","Uttarpradesh ","2089"
"2022","Wheat","July","Agra","Uttarpradesh ","2112"
"2022","Wheat","August","Agra","Uttarpradesh ","2304"
"2022","Wheat","September","Agra","Uttarpradesh ","2337"
"2022","Wheat","October","Agra","Uttarpradesh ","2395"
"2022","Wheat","November","Agra","Uttarpradesh ","2509"
"2022","Wheat","December","Agra","Uttarpradesh ","2680"
"2022","Wheat","January","Kanpur ","Uttarpradesh ","1939"
"2022","Wheat","February","Kanpur ","Uttarpradesh ","1956"
"2022","Wheat","March","Kanpur ","Uttarpradesh ","1975"
"2022","Wheat","April","Kanpur ","Uttarpradesh ","2025"
"2022","Wheat","May","Kanpur ","Uttarpradesh ","2048"
"2022","Wheat","June","Kanpur ","Uttarpradesh ","2029"
"2022","Wheat","July","Kanpur ","Uttarpradesh ","2049"
"2022","Wheat","August","Kanpur ","Uttarpradesh ","2213"
"2022","Wheat","September","Kanpur ","Uttarpradesh ","2336"
"2022","Wheat","October","Kanpur ","Uttarpradesh ","2363"
"2022","Wheat","November","Kanpur ","Uttarpradesh ","2450"
"2022","Wheat","December","Kanpur ","Uttarpradesh ","2634"
"2022","Wheat","January","Asansol ","West Bengal ","2125"
"2022","Wheat","February","Asansol ","West Bengal ","2050"
"2022","Wheat","March","Asansol ","West Bengal ","2075"
"2022","Wheat","April","Asansol ","West Bengal ","2110"
"2022","Wheat","May","Asansol ","West Bengal ","2100"
"2022","Wheat","June","Asansol ","West Bengal ","2100"
"2022","Wheat","July","Asansol ","West Bengal ","2150"
"2022","Wheat","August","Asansol ","West Bengal ","2255"
"2022","Wheat","September","Asansol ","West Bengal ","2356"
"2022","Wheat","October","Asansol ","West Bengal ","2383"
"2022","Wheat","November","Asansol ","West Bengal ","2470"
"2022","Wheat","December","Asansol ","West Bengal ","2580"
"2022","Wheat","January","Indus","West Bengal ","2090"
"2022","Wheat","February","Indus","West Bengal ","2093"
"2022","Wheat","March","Indus","West Bengal ","2100"
"2022","Wheat","April","Indus","West Bengal ","2100"
"2022","Wheat","May","Indus","West Bengal ","2100"
"2022","Wheat","June","Indus","West Bengal ","2100"
"2022","Wheat","July","Indus","West Bengal ","2150"
"2022","Wheat","August","Indus","West Bengal ","2158"
"2022","Wheat","September","Indus","West Bengal ","2188"
"2022","Wheat","October","Indus","West Bengal ","2200"
"2022","Wheat","November","Indus","West Bengal ","2250"
"2022","Wheat","December","Indus","West Bengal ","2310"
"2023","Wheat","January","Agra","Uttarpradesh ","2769"
"2023","Wheat","February","Agra","Uttarpradesh ","2735"
"2023","Wheat","March","Agra","Uttarpradesh ","2351"
"2023","Wheat","April","Agra","Uttarpradesh ","2201"
"2023","Wheat","May","Agra","Uttarpradesh ","2208"
"2023","Wheat","June","Agra","Uttarpradesh ","2330"
"2023","Wheat","July","Agra","Uttarpradesh ","2365"
"2023","Wheat","August","Agra","Uttarpradesh ","2356"
"2023","Wheat","September","Agra","Uttarpradesh ","2337"
"2023","Wheat","October","Agra","Uttarpradesh ","2376"
"2023","Wheat","November","Agra","Uttarpradesh ","2460"
"2023","Wheat","December","Agra","Uttarpradesh ","2484"
"2023","Wheat","January","Kanpur ","Uttarpradesh ","2785"
"2023","Wheat","February","Kanpur ","Uttarpradesh ","2681"
"2023","Wheat","March","Kanpur ","Uttarpradesh ","2263"
"2023","Wheat","April","Kanpur ","Uttarpradesh ","2186"
"2023","Wheat","May","Kanpur ","Uttarpradesh ","2245"
"2023","Wheat","June","Kanpur ","Uttarpradesh ","2341"
"2023","Wheat","July","Kanpur ","Uttarpradesh ","2326"
"2023","Wheat","August","Kanpur ","Uttarpradesh ","2355"
"2023","Wheat","September","Kanpur ","Uttarpradesh ","2347"
"2023","Wheat","October","Kanpur ","Uttarpradesh ","2375"
"2023","Wheat","November","Kanpur ","Uttarpradesh ","2475"
"2023","Wheat","December","Kanpur ","Uttarpradesh ","2530"
"2023","Wheat","January","Asansol ","West Bengal ","2650"
"2023","Wheat","February","Asansol ","West Bengal ","2673"
"2023","Wheat","March","Asansol ","West Bengal ","2680"
"2023","Wheat","April","Asansol ","West Bengal ","2680"
"2023","Wheat","May","Asansol ","West Bengal ","2680"
"2023","Wheat","June","Asansol ","West Bengal ","2680"
"2023","Wheat","July","Asansol ","West Bengal ","2680"
"2023","Wheat","August","Asansol ","West Bengal ","2615"
"2023","Wheat","September","Asansol ","West Bengal ","2470"
"2023","Wheat","October","Asansol ","West Bengal ","2450"
"2023","Wheat","November","Asansol ","West Bengal ","2488"
"2023","Wheat","December","Asansol ","West Bengal ","2500"
"2023","Wheat","January","Indus","West Bengal ","2400"
"2023","Wheat","February","Indus","West Bengal ","2588"
"2023","Wheat","March","Indus","West Bengal ","2510"
"2023","Wheat","April","Indus","West Bengal ","2600"
"2023","Wheat","May","Indus","West Bengal ","2550"
"2023","Wheat","June","Indus","West Bengal ","2668"
"2023","Wheat","July","Indus","West Bengal ","2713"
"2023","Wheat","August","Indus","West Bengal ","2825"
"2023","Wheat","September","Indus","West Bengal ","2910"
"2023","Wheat","October","Indus","West Bengal ","2938"
"2023","Wheat","November","Indus","West Bengal ","2950"
"2023","Wheat","December","Indus","West Bengal ","2860"
"2022","Barley","January","Muzaffarpur ","Bihar","2758"
"2022","Barley","February","Muzaffarpur ","Bihar","2750"
"2022","Barley","March","Muzaffarpur ","Bihar","2765"
"2022","Barley","April","Muzaffarpur ","Bihar","2796"
"2022","Barley","May","Muzaffarpur ","Bihar","2828"
"2022","Barley","June","Muzaffarpur ","Bihar","2843"
"2022","Barley","July","Muzaffarpur ","Bihar","2832"
"2022","Barley","August","Muzaffarpur ","Bihar","2900"
"2022","Barley","September","Muzaffarpur ","Bihar","2884"
"2022","Barley","October","Muzaffarpur ","Bihar","2863"
"2022","Barley","November","Muzaffarpur ","Bihar","2848"
"2022","Barley","December","Muzaffarpur ","Bihar","2794"
"2022","Barley","January","Bhopal ","Madhyapradesh ","3275"
"2022","Barley","February","Bhopal ","Madhyapradesh ","3100"
"2022","Barley","March","Bhopal ","Madhyapradesh ","2925"
"2022","Barley","April","Bhopal ","Madhyapradesh ","2540"
"2022","Barley","May","Bhopal ","Madhyapradesh ","2625"
"2022","Barley","June","Bhopal ","Madhyapradesh ","2713"
"2022","Barley","July","Bhopal ","Madhyapradesh ","2900"
"2022","Barley","August","Bhopal ","Madhyapradesh ","2750"
"2022","Barley","September","Bhopal ","Madhyapradesh ","2234"
"2022","Barley","October","Bhopal ","Madhyapradesh ","2209"
"2022","Barley","November","Bhopal ","Madhyapradesh ","2223"
"2022","Barley","December","Bhopal ","Madhyapradesh ","2206"
"2022","Barley","January","Hissar","Haryana","2275"
"2022","Barley","February","Hissar","Haryana","2345"
"2022","Barley","March","Hissar","Haryana","2083"
"2022","Barley","April","Hissar","Haryana","2788"
"2022","Barley","May","Hissar","Haryana","2793"
"2022","Barley","June","Hissar","Haryana","2682"
"2022","Barley","July","Hissar","Haryana","2502"
"2022","Barley","August","Hissar","Haryana","2445"
"2022","Barley","September","Hissar","Haryana","2506"
"2022","Barley","October","Hissar","Haryana","2668"
"2022","Barley","November","Hissar","Haryana","2953"
"2022","Barley","December","Hissar","Haryana","2946"
"2022","Barley","January","Alwar","Rajasthan ","2070"
"2022","Barley","February","Alwar","Rajasthan ","2038"
"2022","Barley","March","Alwar","Rajasthan ","2191"
"2022","Barley","April","Alwar","Rajasthan ","2782"
"2022","Barley","May","Alwar","Rajasthan ","2798"
"2022","Barley","June","Alwar","Rajasthan ","2710"
"2022","Barley","July","Alwar","Rajasthan ","2657"
"2022","Barley","August","Alwar","Rajasthan ","2725"
"2022","Barley","September","Alwar","Rajasthan ","2644"
"2022","Barley","October","Alwar","Rajasthan ","2638"
"2022","Barley","November","Alwar","Rajasthan ","2850"
"2022","Barley","December","Alwar","Rajasthan ","2850"
"2022","Barley","January","Bhilwara ","Rajasthan ","2168"
"2022","Barley","February","Bhilwara ","Rajasthan ","2201"
"2022","Barley","March","Bhilwara ","Rajasthan ","2166"
"2022","Barley","April","Bhilwara ","Rajasthan ","2739"
"2022","Barley","May","Bhilwara ","Rajasthan ","2854"
"2022","Barley","June","Bhilwara ","Rajasthan ","2764"
"2022","Barley","July","Bhilwara ","Rajasthan ","2734"
"2022","Barley","August","Bhilwara ","Rajasthan ","2763"
"2022","Barley","September","Bhilwara ","Rajasthan ","2727"
"2022","Barley","October","Bhilwara ","Rajasthan ","2883"
"2022","Barley","November","Bhilwara ","Rajasthan ","2763"
"2022","Barley","December","Bhilwara ","Rajasthan ","2760"
"2023","Barley","January","Muzaffarpur ","Bihar","2758"
"2023","Barley","February","Muzaffarpur ","Bihar","2773"
"2023","Barley","March","Muzaffarpur ","Bihar","2738"
"2023","Barley","April","Muzaffarpur ","Bihar","2690"
"2023","Barley","May","Muzaffarpur ","Bihar","2635"
"2023","Barley","June","Muzaffarpur ","Bihar","2644"
"2023","Barley","July","Muzaffarpur ","Bihar","2690"
"2023","Barley","August","Muzaffarpur ","Bihar","2720"
"2023","Barley","September","Muzaffarpur ","Bihar","2696"
"2023","Barley","October","Muzaffarpur ","Bihar","2700"
"2023","Barley","November","Muzaffarpur ","Bihar","2500"
"2023","Barley","December","Muzaffarpur ","Bihar","2356"
"2023","Barley","January","Bhopal ","Madhyapradesh ","2160"
"2023","Barley","February","Bhopal ","Madhyapradesh ","2156"
"2023","Barley","March","Bhopal ","Madhyapradesh ","2204"
"2023","Barley","April","Bhopal ","Madhyapradesh ","2198"
"2023","Barley","May","Bhopal ","Madhyapradesh ","2180"
"2023","Barley","June","Bhopal ","Madhyapradesh ","2180"
"2023","Barley","July","Bhopal ","Madhyapradesh ","2275"
"2023","Barley","August","Bhopal ","Madhyapradesh ","2400"
"2023","Barley","September","Bhopal ","Madhyapradesh ","2460"
"2023","Barley","October","Bhopal ","Madhyapradesh ","2350"
"2023","Barley","November","Bhopal ","Madhyapradesh ","2500"
"2023","Barley","December","Bhopal ","Madhyapradesh ","2580"
"2023","Barley","January","Hissar","Haryana","2778"
"2023","Barley","February","Hissar","Haryana","2605"
"2023","Barley","March","Hissar","Haryana","2136"
"2023","Barley","April","Hissar","Haryana","1838"
"2023","Barley","May","Hissar","Haryana","1789"
"2023","Barley","June","Hissar","Haryana","1676"
"2023","Barley","July","Hissar","Haryana","1635"
"2023","Barley","August","Hissar","Haryana","1655"
"2023","Barley","September","Hissar","Haryana","1790"
"2023","Barley","October","Hissar","Haryana","1850"
"2023","Barley","November","Hissar","Haryana","1878"
"2023","Barley","December","Hissar","Haryana","1816"
"2023","Barley","January","Alwar","Rajasthan ","2650"
"2023","Barley","February","Alwar","Rajasthan ","2650"
"2023","Barley","March","Alwar","Rajasthan ","2031"
"2023","Barley","April","Alwar","Rajasthan ","1939"
"2023","Barley","May","Alwar","Rajasthan ","1838"
"2023","Barley","June","Alwar","Rajasthan ","1714"
"2023","Barley","July","Alwar","Rajasthan ","1663"
"2023","Barley","August","Alwar","Rajasthan ","1610"
"2023","Barley","September","Alwar","Rajasthan ","1656"
"2023","Barley","October","Alwar","Rajasthan ","1610"
"2023","Barley","November","Alwar","Rajasthan ","1740"
"2023","Barley","December","Alwar","Rajasthan ","1743"
"2023","Barley","January","Bhilwara ","Rajasthan ","2873"
"2023","Barley","February","Bhilwara ","Rajasthan ","2873"
"2023","Barley","March","Bhilwara ","Rajasthan ","2050"
"2023","Barley","April","Bhilwara ","Rajasthan ","1945"
"2023","Barley","May","Bhilwara ","Rajasthan ","1860"
"2023","Barley","June","Bhilwara ","Rajasthan ","1738"
"2023","Barley","July","Bhilwara ","Rajasthan ","1710"
"2023","Barley","August","Bhilwara ","Rajasthan ","1629"
"2023","Barley","September","Bhilwara ","Rajasthan ","1749"
"2023","Barley","October","Bhilwara ","Rajasthan ","1779"
"2023","Barley","November","Bhilwara ","Rajasthan ","1809"
"2023","Barley","December","Bhilwara ","Rajasthan ","1945"
"2022","Barley","January","Gorakhpur ","Uttarpradesh ","1891"
"2022","Barley","February","Gorakhpur ","Uttarpradesh ","1944"
"2022","Barley","March","Gorakhpur ","Uttarpradesh ","1993"
"2022","Barley","April","Gorakhpur ","Uttarpradesh ","2011"
"2022","Barley","May","Gorakhpur ","Uttarpradesh ","2156"
"2022","Barley","June","Gorakhpur ","Uttarpradesh ","2294"
"2022","Barley","July","Gorakhpur ","Uttarpradesh ","2430"
"2022","Barley","August","Gorakhpur ","Uttarpradesh ","2521"
"2022","Barley","September","Gorakhpur ","Uttarpradesh ","2599"
"2022","Barley","October","Gorakhpur ","Uttarpradesh ","2639"
"2022","Barley","November","Gorakhpur ","Uttarpradesh ","2665"
"2022","Barley","December","Gorakhpur ","Uttarpradesh ","2655"
"2022","Barley","January","Hapur","Uttarpradesh ","1981"
"2022","Barley","February","Hapur","Uttarpradesh ","2016"
"2022","Barley","March","Hapur","Uttarpradesh ","2109"
"2022","Barley","April","Hapur","Uttarpradesh ","2212"
"2022","Barley","May","Hapur","Uttarpradesh ","2623"
"2022","Barley","June","Hapur","Uttarpradesh ","2640"
"2022","Barley","July","Hapur","Uttarpradesh ","2652"
"2022","Barley","August","Hapur","Uttarpradesh ","2765"
"2022","Barley","September","Hapur","Uttarpradesh ","2827"
"2022","Barley","October","Hapur","Uttarpradesh ","2719"
"2022","Barley","November","Hapur","Uttarpradesh ","2740"
"2022","Barley","December","Hapur","Uttarpradesh ","2808"
"2022","Barley","January","Kanpur ","Uttarpradesh ","2239"
"2022","Barley","February","Kanpur ","Uttarpradesh ","2196"
"2022","Barley","March","Kanpur ","Uttarpradesh ","2256"
"2022","Barley","April","Kanpur ","Uttarpradesh ","2394"
"2022","Barley","May","Kanpur ","Uttarpradesh ","2643"
"2022","Barley","June","Kanpur ","Uttarpradesh ","2668"
"2022","Barley","July","Kanpur ","Uttarpradesh ","2777"
"2022","Barley","August","Kanpur ","Uttarpradesh ","2960"
"2022","Barley","September","Kanpur ","Uttarpradesh ","2890"
"2022","Barley","October","Kanpur ","Uttarpradesh ","2759"
"2022","Barley","November","Kanpur ","Uttarpradesh ","2810"
"2022","Barley","December","Kanpur ","Uttarpradesh ","2965"
"2022","Barley","January","Delhi ","Delhi ","2000"
"2022","Barley","February","Delhi ","Delhi ","1950"
"2022","Barley","March","Delhi ","Delhi ","1900"
"2022","Barley","April","Delhi ","Delhi ","1920"
"2022","Barley","May","Delhi ","Delhi ","2000"
"2022","Barley","June","Delhi ","Delhi ","2200"
"2022","Barley","July","Delhi ","Delhi ","2200"
"2022","Barley","August","Delhi ","Delhi ","2200"
"2022","Barley","September","Delhi ","Delhi ","2020"
"2022","Barley","October","Delhi ","Delhi ","1900"
"2022","Barley","November","Delhi ","Delhi ","1975"
"2022","Barley","December","Delhi ","Delhi ","2030"
"2023","Barley","January","Gorakhpur ","Uttarpradesh ","2726"
"2023","Barley","February","Gorakhpur ","Uttarpradesh ","2766"
"2023","Barley","March","Gorakhpur ","Uttarpradesh ","2725"
"2023","Barley","April","Gorakhpur ","Uttarpradesh ","2550"
"2023","Barley","May","Gorakhpur ","Uttarpradesh ","2419"
"2023","Barley","June","Gorakhpur ","Uttarpradesh ","2360"
"2023","Barley","July","Gorakhpur ","Uttarpradesh ","2300"
"2023","Barley","August","Gorakhpur ","Uttarpradesh ","2243"
"2023","Barley","September","Gorakhpur ","Uttarpradesh ","2239"
"2023","Barley","October","Gorakhpur ","Uttarpradesh ","2261"
"2023","Barley","November","Gorakhpur ","Uttarpradesh ","2276"
"2023","Barley","December","Gorakhpur ","Uttarpradesh ","2191"
"2023","Barley","January","Hapur","Uttarpradesh ","2814"
"2023","Barley","February","Hapur","Uttarpradesh ","2829"
"2023","Barley","March","Hapur","Uttarpradesh ","2777"
"2023","Barley","April","Hapur","Uttarpradesh ","2450"
"2023","Barley","May","Hapur","Uttarpradesh ","2146"
"2023","Barley","June","Hapur","Uttarpradesh ","2237"
"2023","Barley","July","Hapur","Uttarpradesh ","2233"
"2023","Barley","August","Hapur","Uttarpradesh ","2241"
"2023","Barley","September","Hapur","Uttarpradesh ","2284"
"2023","Barley","October","Hapur","Uttarpradesh ","2304"
"2023","Barley","November","Hapur","Uttarpradesh ","2269"
"2023","Barley","December","Hapur","Uttarpradesh ","2180"
"2023","Barley","January","Kanpur ","Uttarpradesh ","3233"
"2023","Barley","February","Kanpur ","Uttarpradesh ","3161"
"2023","Barley","March","Kanpur ","Uttarpradesh ","2755"
"2023","Barley","April","Kanpur ","Uttarpradesh ","2360"
"2023","Barley","May","Kanpur ","Uttarpradesh ","2266"
"2023","Barley","June","Kanpur ","Uttarpradesh ","2376"
"2023","Barley","July","Kanpur ","Uttarpradesh ","2363"
"2023","Barley","August","Kanpur ","Uttarpradesh ","2354"
"2023","Barley","September","Kanpur ","Uttarpradesh ","2383"
"2023","Barley","October","Kanpur ","Uttarpradesh ","2426"
"2023","Barley","November","Kanpur ","Uttarpradesh ","2476"
"2023","Barley","December","Kanpur ","Uttarpradesh ","2252"
"2023","Barley","January","Delhi ","Delhi ","2125"
"2023","Barley","February","Delhi ","Delhi ","2163"
"2023","Barley","March","Delhi ","Delhi ","2250"
"2023","Barley","April","Delhi ","Delhi ","2350"
"2023","Barley","May","Delhi ","Delhi ","2450"
"2023","Barley","June","Delhi ","Delhi ","2450"
"2023","Barley","July","Delhi ","Delhi ","2425"
"2023","Barley","August","Delhi ","Delhi ","2433"
"2023","Barley","September","Delhi ","Delhi ","2501"
"2023","Barley","October","Delhi ","Delhi ","2438"
"2023","Barley","November","Delhi ","Delhi ","2388"
"2023","Barley","December","Delhi ","Delhi ","2350"
"2022","Potato ","January","Hyderabad","Telangana","1200"
"2022","Potato ","February","Hyderabad","Telangana","1250"
"2022","Potato ","March","Hyderabad","Telangana","1450"
"2022","Potato ","April","Hyderabad","Telangana","1710"
"2022","Potato ","May","Hyderabad","Telangana","1800"
"2022","Potato ","June","Hyderabad","Telangana","1825"
"2022","Potato ","July","Hyderabad","Telangana","2120"
"2022","Potato ","August","Hyderabad","Telangana","2175"
"2022","Potato ","September","Hyderabad","Telangana","1940"
"2022","Potato ","October","Hyderabad","Telangana","2200"
"2022","Potato ","November","Hyderabad","Telangana","2325"
"2022","Potato ","December","Hyderabad","Telangana","3240"
"2022","Potato ","January","Guwahati","Assam","1175"
"2022","Potato ","February","Guwahati","Assam","1250"
"2022","Potato ","March","Guwahati","Assam","1438"
"2022","Potato ","April","Guwahati","Assam","1605"
"2022","Potato ","May","Guwahati","Assam","1988"
"2022","Potato ","June","Guwahati","Assam","2256"
"2022","Potato ","July","Guwahati","Assam","2305"
"2022","Potato ","August","Guwahati","Assam","2275"
"2022","Potato ","September","Guwahati","Assam","2270"
"2022","Potato ","October","Guwahati","Assam","2450"
"2022","Potato ","November","Guwahati","Assam","2375"
"2022","Potato ","December","Guwahati","Assam","1920"
"2022","Potato ","January","Patna ","Bihar ","1065"
"2022","Potato ","February","Patna ","Bihar ","960"
"2022","Potato ","March","Patna ","Bihar ","1043"
"2022","Potato ","April","Patna ","Bihar ","1130"
"2022","Potato ","May","Patna ","Bihar ","1160"
"2022","Potato ","June","Patna ","Bihar ","1273"
"2022","Potato ","July","Patna ","Bihar ","1504"
"2022","Potato ","August","Patna ","Bihar ","1670"
"2022","Potato ","September","Patna ","Bihar ","1700"
"2022","Potato ","October","Patna ","Bihar ","1768"
"2022","Potato ","November","Patna ","Bihar ","1700"
"2022","Potato ","December","Patna ","Bihar ","1392"
"2022","Potato ","January","Hissar","Haryana ","1038"
"2022","Potato ","February","Hissar","Haryana ","975"
"2022","Potato ","March","Hissar","Haryana ","1050"
"2022","Potato ","April","Hissar","Haryana ","1050"
"2022","Potato ","May","Hissar","Haryana ","1375"
